Taxonomic Status - Note,Family,Accepted Plant Name,Accepted Genus Name,Accepted Species Name,Reported Latin Name,Reported Genus Name,Reported Species Name,Reported Synonym 1,Reported Synonym 2,Reported Synonym 3,# of Herbivores,Herbivore Common Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biome 1,Biome 1,Biome 2,Biome 3,Plant Habit,Annual/Perrenial,"Height (m) (3106, 3107)",Leaf Dry Matter Content (g/g-1) (47),"SLA (mm2/mg-1) (3115, 3116, 3117)",Flower size (cm2) (if applicable) (913),Fruit Producing (Y/N),Fruit Size (if applicable) (919),Seed Size (mg) (if applicable) (26),Nitrogen Content (mg/g) (14),Cultivated (Y/N),Physical defense (if applicable)  (345),Chemical defense (if applicable) (346),Main part of plant consumed,Congener Used (if applicable),Citations (herbivore diet),,,Citation (plant traits),Citation
Accepted,Malvaceae,Pachira insignis,Pachira,insignis,Bombax spectabile,Bombax,spectabile,,,,1,Red Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Pavonia zeylanica,Pavonia,zeylanica,Pavonia zeylanica,Pavonia,zeylanica,,,,1,Nilgai,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida,Sida,NA,Sida spp.,Sida,NA,,,,2,African wild ass,desert bighorn sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida acuta,Sida,acuta,Sida acuta,Sida,acuta,,,,4,Four-horned antelope or chousingha,Banteng,Nilgai,Chital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida cordifolia,Sida,cordifolia,Sida cordifolia,Sida,cordifolia,,,,2,Impala,Asian water buffalo,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida ovalis,Sida,ovalis,Sida ovalis,Sida,ovalis,,,,1,Common eland,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida ovata,Sida,ovata,Sida ovata,Sida,ovata,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida rhombifolia,Sida,rhombifolia,Sida rhombifolia,Sida,rhombifolia,,,,3,Asian Water Buffalo,Chital,Nilgai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida spinosa,Sida,spinosa,Sida spinosa,Sida,spinosa,,,,1,Nilgai,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida tenuicarpa,Sida,tenuicarpa,Sida taenuicarpa,Sida,taenuicarpa,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sida veronicifolia,Sida,veronicifolia,Sida veronicaefolia,Sida,veronicaefolia,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sparrmannia africana,Sparrmannia,africana,Sparrmannia africana,Sparrmannia,africana,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sphaeralcea,Sphaeralcea,NA,Sphaeralcea,Sphaeralcea,NA,,,,3,African wild ass,"Gemsbok, South African oryx",American Pronghorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sphaeralcea ambigua,Sphaeralcea,ambigua,Sphaeralcea ambigua,Sphaeralcea,ambigua,Sphaeralcea ambigus,,,1,African Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sphaeralcea coccinea,Sphaeralcea,coccinea,Sphaeralcea coccinea,Sphaeralcea,coccinea,,,,1,American Bison,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sterculia pruriens,Sterculia,pruriens,Sterculia pruriens,Sterculia,pruriens,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sterculia tragacantha,Sterculia,tragacantha,Sterculia tragacantha,Sterculia,tragacantha,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Sterculia urens,Sterculia,urens,Sterculia urens,Sterculia,urens,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Theobroma cacao,Theobroma,cacao,Theobroma cacao,Theobroma,cacao,,,,3,Black Duiker,Red-flanked Duiker,Maxwell's Duiker,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Tilia cordata,Tilia,cordata,Tilia cordata,Tilia,cordata,,,,3,European Bison,European Roe Deer,Roe Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Tilia japonica,Tilia,japonica,Tilia japonica,Tilia,japonica,,,,2,Japanese Serow,Sika Deer,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Triumfetta,Triumfetta,NA,Triumfetta,Triumfetta,NA,,,,1,Sitatunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Triumfetta annua,Triumfetta,annua,Triumfetta annua,Triumfetta,annua,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Triumfetta pentandra,Triumfetta,pentandra,Triumfetta pentandra,Triumfetta,pentandra,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Urena,Urena,NA,Urea spp.,Urea,NA,,,,1,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Malvaceae,Urena lobata,Urena,lobata,Urena lobata,Urena,lobata,,,,2,Asian Water Buffalo,Bushbuck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Marantaceae,Schumannianthus dichotomus,Schumannianthus,dichotomus,Schumannianthus dichotomus,Schumannianthus,dichotomus,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Marantaceae,Thalia geniculata,Thalia,geniculata,Thalia genigulata,Thalia,genigulata,Thalia geniculata,,,2,Kob,Marsh Deer,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Marsileaceae,Marsilea minuta,Marsilea,minuta,Marsilea minuta,Marsilea,minuta,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melanthiaceae,Veratrum,Veratrum,NA,Veratrum sp.,Veratrum,NA,,,,1,Rocky Mountain goat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Aciotis,Aciotis,NA,Acicis,Acicis,NA,,,,1,Kob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Bellucia grossularioides,Bellucia,grossularioides,Bellucia grossularioides,Bellucia,grossularioides,,,,2,Red Brocket Deer,Lowland Tapir,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Bellucia pentamera,Bellucia,pentamera,Bellucia pentamera,Bellucia,pentamera,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Clidemia,Clidemia,NA,Clidemia sp.,Clidemia,NA,,,,2,Mountain Tapir,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Clidemia capitellata,Clidemia,capitellata,Clidemia capitellata,Clidemia,capitellata,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Conostegia volcanalis,Conostegia,volcanalis,Conostegia volcanalis,Conostegia,volcanalis,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Dissochaeta gracilis,Dissochaeta,gracilis,Dissochaeta gracilis,Dissochaeta,gracilis,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Henriettea caudata,Henriettea,caudata,Henrietta caudata,Henrietta,caudata,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Henriettella flavescens,Henriettella,flavescens,Henriettella flavescens,Henriettella,flavescens,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Leandra rufescens,Leandra,rufescens,Leandra rufescens,Leandra,rufescens,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Leandra solenifera,Leandra,solenifera,Leandra soleniflora,Leandra,soleniflora,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Lijndenia laurina,Lijndenia,laurina,Memecylon oligoneuron,Memecylon,oligoneuron,,,,1,Malayan Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Lijndenia laurina,Lijndenia,laurina,Memecylon oligoneuron,Memecylon,oligoneuron,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Macrocentrum cristatum,Macrocentrum,cristatum,Macrocentrum cristatum,Macrocentrum,cristatum,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Maieta,Maieta,NA,Maieta sp.,Maieta,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Maieta guianensis,Maieta,guianensis,Maieta guianensis,Maieta,guianensis,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Medinilla myrtiformis,Medinilla,myrtiformis,Medinilla myrtiformis Triana,Medinilla,myrtiformis,,,,1,Lowland Annoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Melastoma malabathricum,Melastoma,malabathricum,Melastoma malabathricum,Melastoma,malabathricum,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Memecylon dichotomum,Memecylon,dichotomum,Memecylon dichotomum,Memecylon,dichotomum,,,,1,Malayan Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia,Miconia,NA,Miconia sp.,Miconia,NA,Miconia orcheotoma,,,4,Baird's Tapir,Lowland Tapir,Mountain Tapir,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia ampla,Miconia,ampla,Miconia ampla,Miconia,ampla,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia asperrima,Miconia,asperrima,Miconia asperrima,Miconia,asperrima,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia bracteata,Miconia,bracteata,Miconia bracteata,Miconia,bracteata,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia ceramicarpa,Miconia,ceramicarpa,Miconia ceramicarpa,Miconia,ceramicarpa,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia chlorocarpa,Miconia,chlorocarpa,Miconia chlorocarpa,Miconia,chlorocarpa,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia diaphanea,Miconia,diaphanea,Miconia diaphanea,Miconia,diaphanea,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia lateriflora,Miconia,lateriflora,Miconia lateriflora,Miconia,lateriflora,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia longispicata,Miconia,longispicata,Miconia longispicata,Miconia,longispicata,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia prasina,Miconia,prasina,Miconia prasina,Miconia,prasina,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia psychrophila,Miconia,psychrophila,Miconia psycrophylla,Miconia,psycrophylla,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia sastrei,Miconia,sastrei,Miconia sastrei,Miconia,sastrei,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia serrulata,Miconia,serrulata,Miconia serrulata,Miconia,serrulata,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Miconia trinervia,Miconia,trinervia,Miconia trinnervia,Miconia,trinnervia,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Mouriri collocarpa,Mouriri,collocarpa,Mouriri collocarpa,Mouriri,collocarpa,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Phyllagathis,Phyllagathis,NA,Phyllagathis sp.,Phyllagathis,NA,,,,1,Malayan Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Pternandra echinata,Pternandra,echinata,Pternandra echinata,Pternandra,echinata,,,,1,Malayan Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Tibouchina grossa,Tibouchina,grossa,Tibouchina grossa,Tibouchina,grossa,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Melastomataceae,Topobea,Topobea,NA,Topobea spp.,Topobea,NA,,,,1,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Azadirachta indica,Azadirachta,indica,Azadarictha indica,Azadarictha,indica,,,,2,Nilgai,Chital,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Carapa,Carapa,NA,Carapa spp.,Carapa,NA,,,,1,Red Brocket Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Carapa guianensis,Carapa,guianensis,Carapa guianensis,Carapa,guianensis,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Carapa procera,Carapa,procera,Carapa procera,Carapa,procera,,,,3,Black Duiker,Red-flanked Duiker,Maxwell's Duiker,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Cedrela odorata,Cedrela,odorata,Cedrela odorata,Cedrela,odorata,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Dysoxylum,Dysoxylum,NA,Dysoxylum sp,Dysoxylum,NA,,,,1,Lowland Annoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Ekebergia capensis,Ekebergia,capensis,Ekebergia capensis,Ekebergia,capensis,,,,1,Red Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Guarea,Guarea,NA,Guarea sp.,Guarea,NA,,,,1,Baird's Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Guarea gomma,Guarea,gomma,Guarea gomma,Guarea,gomma,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Guarea guidonia,Guarea,guidonia,Guarea grandifolia,Guarea,grandifolia,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Guarea silvatica,Guarea,silvatica,Guarea silvatica,Guarea,silvatica,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Khaya senegalensis,Khaya,senegalensis,Khaya senegalensis,Khaya,senegalensis,,,,1,Waterbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Nymania capensis,Nymania,capensis,Nymania capensis,Nymania,capensis,,,,1,Nyala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Pseudocedrela,Pseudocedrela,NA,Pseudocedreela kotschyii,Pseudocedreela,kotschyii,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Soymida febrifuga,Soymida,febrifuga,Soymida febrifuga,Soymida,febrifuga,,,,1,Four-horned antelope or chousingha,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Trichilia,Trichilia,NA,Trichilia sp.,Trichilia,NA,,,,1,Maxwell's duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Trichilia emetica,Trichilia,emetica,Trichilia emetica,Trichilia,emetica,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Trichilia havanensis,Trichilia,havanensis,Trichillia havanensis,Trichillia,havanensis,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Meliaceae,Trichilia prieuriana,Trichilia,prieuriana,Trichilia prieureana,Trichilia,prieureana,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Anomospermum reticulatum,Anomospermum,reticulatum,Anomospermum reticulatum cf.,Anomospermum,reticulatum,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Cissampelos torulosa,Cissampelos,torulosa,Cissampelos torulosa,Cissampelos,torulosa,,,,1,Red Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Cocculus hirsutus,Cocculus,hirsutus,Cocculus villosus,Cocculus,villosus,Cocculus hirsutis,,,3,Blackbuck,Nilgai,Chital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Dioscoreophyllum cumminsii,Dioscoreophyllum,cumminsii,Dioscoreophyllum cumminsii,Dioscoreophyllum,cumminsii,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Elephantomene eburnea,Elephantomene,eburnea,Elephantomene eburnea,Elephantomene,eburnea,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Tiliacora triandra,Tiliacora,triandra,Tiliacora triandra,Tiliacora,triandra,,,,1,Banteng,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Tinospora,Tinospora,NA,Tinospora sp.,Tinospora,NA,,,,1,Four-horned antelope or chousingha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menispermaceae,Tinospora sinensis,Tinospora,sinensis,Tinospora sinensis,Tinospora,sinensis,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Menyanthaceae,Nymphoides grayana,Nymphoides,grayana,Nymphoides grayana,Nymphoides,grayana,,,,1,Marsh Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Metteniusaceae,Apodytes dimidiata,Apodytes,dimidiata,Apodytes dimidiata,Apodytes,dimidiata,,,,2,Bushbuck,Red Duiker,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Metteniusaceae,Calatola,Calatola,NA,Calatola sp.,Calatola,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Metteniusaceae,Emmotum fagifolium,Emmotum,fagifolium,Emmotum fagifolium,Emmotum,fagifolium,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Misodendraceae,Misodendrum,Misodendrum,NA,Misodendrum sp.,Misodendrum,NA,,,,1,Huemul deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Mniaceae,Mnium hornum,Mnium,hornum,Mnium hornum,Mnium,hornum,,,,1,Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Molluginaceae,Mollugo cerviana,Mollugo,cerviana,Mollus cerbina,Mollus,cerbina,,,,1,"Indian gazelle, chinkara",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Monimiaceae,Hedycarya angustifolia,Hedycarya,angustifolia,Hedycarya angustifolia,Hedycarya,angustifolia,,,,2,Banteng,Sambar deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Moraceae,Antiaris toxicaria subsp. africana,Antiaris,toxicaria,Antiaris africana,Antiaris,africana,,,,3,Black Duiker,Red-flanked Duiker,Maxwell's Duiker,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Moraceae,Artocarpus rigidus,Artocarpus,rigidus,Artocarpus rigidus,Artocarpus,rigidus,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Moraceae,Bagassa guianensis,Bagassa,guianensis,Bagassa guianensis,Bagassa,guianensis,,,,2,Grey Brocket Deer,Lowland Tapir,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Moraceae,Brosimum,Brosimum,NA,Brosimum sp.,Brosimum,NA,,,,1,Amazonian brown brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
